seed,ols,tsls,avg_slope
101,0.3047656418150622,0.17834436414383179,0.20763
102,0.2982247229415242,0.23976753503140352,0.20540999999999998
103,0.29661954942820873,0.24994675873692965,0.20709
104,0.2920050884683193,0.2258462035304373,0.20898
105,0.3097086551796819,0.20646145589202514,0.20859
106,0.2777348430701546,0.22050489888859023,0.20826
107,0.2930259467851814,0.18595521884815291,0.20712
108,0.2993844458669262,0.2207303182176217,0.20496
109,0.32371365620402637,0.262742089040408,0.20697
110,0.2897008512102142,0.2600433346426195,0.20865
111,0.3119744527453451,0.17123220058793526,0.20622
112,0.29726934800826643,0.17976128284110504,0.20786999999999997
113,0.2937533974719135,0.20807708736428648,0.20804999999999998
114,0.3118584904257363,0.2293014304748182,0.20769
115,0.3046712647693999,0.17359649631991014,0.20745
116,0.29502592618953816,0.19146126941108205,0.2049
117,0.29661411599062115,0.2445931020096188,0.20729999999999998
118,0.301250017057754,0.15844312719720724,0.20573999999999998
119,0.30817769290260066,0.23705472095337932,0.20748
120,0.30309598909691776,0.19296404420346908,0.20769
121,0.3196661993062149,0.28191517039996483,0.20703000000000002
122,0.2995449417327829,0.23135511462300543,0.20718
123,0.28358262580795696,0.2320665666195915,0.20292
124,0.30133960606159726,0.21304651784059497,0.20868
125,0.2840626646255006,0.2208298336388539,0.20763
126,0.2777533868322735,0.19890669624226048,0.20835
127,0.2819901986552968,0.20163372043762584,0.20745
128,0.3068327920029223,0.27046634589209895,0.20453999999999997
129,0.296036308945559,0.19881844989382277,0.21066000000000001
130,0.2780274161976562,0.1627042301536621,0.20769
131,0.31462463136471325,0.2671357684514112,0.20733000000000001
132,0.30413272079824155,0.1987163796700368,0.20703000000000002
133,0.28667304971788454,0.16294568430016973,0.20687999999999998
134,0.29546079343404624,0.2349328625331743,0.21002999999999997
135,0.28378077846018684,0.1746133611717442,0.20879999999999999
136,0.3131776469608341,0.2269703423871221,0.20909999999999998
137,0.29395761009321075,0.15104267097761934,0.20535
138,0.31825474245412644,0.22943885393532884,0.20679
139,0.3038524023057887,0.17635271080694342,0.2061
140,0.301384099323921,0.2374918030050451,0.20634
141,0.31338354919483485,0.22034741916652997,0.20753999999999997
142,0.29636963773606056,0.23622425299345068,0.20639999999999997
143,0.2714741290630715,0.23421905935668785,0.20982
144,0.29239290093856823,0.18773719350613877,0.20769
145,0.2902491859111205,0.1767706464223677,0.20654999999999998
146,0.29180648193227,0.18102303185913143,0.20667
147,0.2713188897688275,0.19106062915557046,0.20649
148,0.2904474404453575,0.2205281336517543,0.20715
149,0.31160560026422457,0.25204887834842776,0.20979
150,0.3046672946602113,0.15399371043673374,0.20847
151,0.27609258371318113,0.15727182014089153,0.20939999999999998
152,0.28747851308557604,0.18699473059479188,0.20673
153,0.2922735710137556,0.1668139579469622,0.20781
154,0.2984899981384675,0.22923756296061712,0.20853000000000002
155,0.30950168455301474,0.21283806406397277,0.20652
156,0.29710111543084233,0.22496080815495334,0.20576999999999998
157,0.2916300263399469,0.20257049943012462,0.20576999999999998
158,0.2946909084289497,0.23960868976964558,0.20892
159,0.3117598606955509,0.200278654930618,0.20745
160,0.2901078780830261,0.2203597646396459,0.20706
161,0.290368769219205,0.19227954726806865,0.20453999999999997
162,0.28926656715447974,0.2131168749596874,0.20763
163,0.29086001213799145,0.19686019567345817,0.20895
164,0.30456275195634835,0.1891528105160679,0.20784
165,0.2970432288735283,0.1986236520040652,0.20687999999999998
166,0.28300795389403466,0.22143530589872634,0.20526
167,0.30078453227359647,0.24428038545423506,0.20759999999999998
168,0.29795489215780646,0.24740503211792883,0.20712
169,0.284053054293193,0.20017942273600864,0.20751
170,0.29309161001972794,0.18440564532908016,0.20543999999999998
171,0.31345345646145234,0.22034446606526095,0.20418
172,0.3053099190414315,0.1461006015875541,0.20253000000000002
173,0.28644360669267616,0.2127297925174667,0.20664
174,0.3048208459916389,0.17353614606480458,0.20685
175,0.29448391232105553,0.12844924671044514,0.20898
176,0.2850354432984542,0.173813994564623,0.20781
177,0.3012805886919589,0.22094467634687004,0.20847
178,0.28337870064018666,0.24944447042207635,0.20586000000000002
179,0.3081781427182972,0.18009416515225196,0.20799
180,0.29832858322228867,0.2746979304688376,0.2058
181,0.2992703234683452,0.23480726921256284,0.21023999999999998
182,0.29494340087652643,0.18617834655773674,0.20781
183,0.2906085516488458,0.24785211485527495,0.20573999999999998
184,0.2911490987946042,0.24283755228069992,0.20892
185,0.3085956237738659,0.20387556766710577,0.20745
186,0.2803448065902927,0.1563621610687959,0.20667
187,0.295789002504453,0.19184637690138925,0.20994
188,0.3139110403532251,0.24804442932701817,0.20976
189,0.30024798113819456,0.18910854920889766,0.20639999999999997
190,0.2846439629230584,0.19429100624309598,0.20652
191,0.3132493309879362,0.27804625779261344,0.20661
192,0.3070499513416588,0.30806969644363985,0.207
193,0.3009043264564482,0.1815828073074279,0.20573999999999998
194,0.3061861811572953,0.19310559537772995,0.20573999999999998
195,0.29688663445459273,0.21590050822123558,0.20736000000000002
196,0.3118351848191843,0.21459848859558728,0.21018
197,0.3105879385144217,0.23349263856557878,0.20703000000000002
198,0.3078011391440948,0.17991337496411672,0.20931
199,0.2997296684773642,0.22219136794169558,0.20639999999999997
200,0.30828193249214014,0.22224999722697922,0.20766
201,0.27662726356515277,0.27961689020417674,0.20775
202,0.30619442878291625,0.2112187791961546,0.20789999999999997
203,0.30774309244196935,0.16449514894272166,0.20685
204,0.28325848751578087,0.12164599877739617,0.20565
205,0.2787046635534217,0.21292074172496928,0.20543999999999998
206,0.29880710062321136,0.22815393673993142,0.20987999999999998
207,0.29949433988336055,0.23853758750092485,0.20763
208,0.30682580164948503,0.23969349611257373,0.20994
209,0.31229532254002584,0.2834524542509292,0.20763
210,0.2876105455967144,0.24309224683819958,0.20733000000000001
211,0.2971744060503257,0.20405447522482087,0.20865
212,0.30552999522506064,0.24289705970639436,0.20739
213,0.29956221944173594,0.19434748342662464,0.20985
214,0.2654043135444212,0.1665122667967221,0.20703000000000002
215,0.3053059100065275,0.16907178809141807,0.20625
216,0.3056494165459429,0.21472070011303876,0.20676
217,0.3032618597319837,0.2082985748347256,0.20703000000000002
218,0.29236114347209585,0.18984133633290845,0.20826
219,0.2872909659694509,0.18102889005904998,0.21009
220,0.30122626862583435,0.18519412054280876,0.20606999999999998
221,0.2851166296234978,0.19395949099591142,0.20690999999999998
222,0.2838332845336887,0.18867588252143516,0.20804999999999998
223,0.28975715260031204,0.20610570943976048,0.20742
224,0.28677817593308264,0.23767891117381432,0.20793
225,0.29526216009502043,0.23076355179567573,0.20898
226,0.2914977339467148,0.1686964187518354,0.20856
227,0.29106721979086264,0.20505293957288484,0.20499
228,0.3059637186932354,0.2352762055142553,0.20879999999999999
229,0.29285066725579967,0.13403314351584095,0.20526
230,0.28597794226773715,0.17212002698511977,0.20769
231,0.30245197247379335,0.20806807970922817,0.20565
232,0.2901282998233931,0.21977333234184326,0.20739
233,0.30174710341427835,0.16461600498265277,0.20616
234,0.2975802819042489,0.20783330082956844,0.20636999999999997
235,0.2772049076455138,0.20734986893908797,0.20712
236,0.29568891656470664,0.2125269654954208,0.20570999999999998
237,0.30672131964894217,0.2359619769564566,0.20589
238,0.3001268621229092,0.228066477148534,0.21015
239,0.2953041759434964,0.2193445326330399,0.20909999999999998
240,0.2992672286096342,0.1348017951073834,0.20949
241,0.2936460535718609,0.204668503200724,0.20829
242,0.3010568211437569,0.20780315634588684,0.20636999999999997
243,0.3111503547770155,0.19466483897494818,0.20703000000000002
244,0.29251748874566763,0.15293549582283314,0.20736000000000002
245,0.2795821594659883,0.13377967919198877,0.20592
246,0.3039324860117701,0.2572079416240625,0.20657999999999999
247,0.29475503355327554,0.2101354546860443,0.20876999999999998
248,0.3126116762105411,0.2212120231545194,0.20676
249,0.29325801200234464,0.15955760560879337,0.20598
250,0.30708456885319807,0.2438216273781335,0.20837999999999998
251,0.3103454288854718,0.21654197950624632,0.20682
252,0.30181736904691225,0.2506618097341469,0.20669999999999997
253,0.3014247145624253,0.19258344203459843,0.20952
254,0.2955028119559964,0.17276722139349343,0.20652
255,0.3117165542804655,0.26852967853600357,0.20778
256,0.2954283692315836,0.26514497882294585,0.20568
257,0.2892088544574418,0.2144383256546682,0.20636999999999997
258,0.2842325513650821,0.18363018547943546,0.20652
259,0.3100768835309874,0.27224731889512016,0.20669999999999997
260,0.2961978077920366,0.19302288663360903,0.20739
261,0.29665331575903053,0.19521235515645413,0.20876999999999998
262,0.2889037448679451,0.18014713382738465,0.20751
263,0.2995020604584661,0.18712595111280328,0.20636999999999997
264,0.30533437360100774,0.21850089836588074,0.20939999999999998
265,0.2936913833637315,0.2154858843175911,0.20769
266,0.3019293208363551,0.19252213502934773,0.20592
267,0.2996035282740798,0.19347599463083143,0.20997
268,0.2794268027255352,0.21168935500605726,0.20876999999999998
269,0.2959856106497291,0.21100524628079612,0.20736000000000002
270,0.30887723666316935,0.17168138968101712,0.20865
271,0.3118670207187175,0.1891975690368551,0.20835
272,0.2968211058360471,0.24253348819924378,0.20909999999999998
273,0.29572531082070824,0.20406664026319096,0.20751
274,0.28919869732242764,0.23331585816400177,0.20772
275,0.28726422983467675,0.18818806270290853,0.20799
276,0.28634699200737074,0.2037525406505809,0.20832
277,0.2901255226665398,0.23238789739354182,0.20853000000000002
278,0.30925674127028197,0.18567903751491083,0.20837999999999998
279,0.3183295122304451,0.25564878788299705,0.20955
280,0.29635809260398716,0.1745068484379721,0.20654999999999998
281,0.2964168464883306,0.20445034613253946,0.20726999999999998
282,0.2821517399956849,0.1826641099434196,0.20799
283,0.2997043697277546,0.21595768100197607,0.207
284,0.29154423404574625,0.16381692035710557,0.20690999999999998
285,0.30549540905957884,0.2141702036998419,0.20669999999999997
286,0.2924086499964828,0.23949242211409527,0.2061
287,0.31382144927179756,0.18500524276299196,0.20690999999999998
288,0.29716333951602464,0.19795494790802567,0.20994
289,0.30645554008838444,0.20084308241272436,0.20742
290,0.2971888237996492,0.17168662939787044,0.20523
291,0.2877419699526925,0.23461774805669205,0.20712
292,0.284504003289418,0.20599186650758272,0.20895
293,0.3109088072368459,0.2521016825480273,0.20396999999999998
294,0.29838734367651243,0.18102050035394146,0.20652
295,0.2959105539178185,0.19307452589550864,0.20781
296,0.2859584841134041,0.22991735854377227,0.20763
297,0.3047479172858651,0.23874164652025173,0.20819999999999997
298,0.30128435704544715,0.2407834888780525,0.20496
299,0.30218349956739976,0.1979251614957766,0.20726999999999998
300,0.2944764509104604,0.2045482075985574,0.20844
