seed,ols,tsls
66,0.3845091698142428,0.31188509123765734
67,0.3812962845826096,0.321865667984996
68,0.3856790779487552,0.3180575707324002
69,0.3855040516533992,0.32378865609299634
70,0.3940473611816577,0.31265373396801466
71,0.37875026767488523,0.28207108754957616
72,0.4078058842325246,0.3332097773655328
73,0.3753274963348602,0.2950592455485869
74,0.4033296935271895,0.3614323613379066
75,0.3698096020443818,0.24175203209447013
76,0.39174609124106285,0.32817657850944915
77,0.40637406925698105,0.27110667825422113
78,0.4166186981346888,0.35551831908831266
79,0.38896406528449906,0.28428905102268665
80,0.38430727694444006,0.2683158810355923
81,0.3886512257891724,0.30584741658621767
82,0.3989375999610451,0.32743068588289237
83,0.38681154054532696,0.2936566480438351
84,0.3926220781405118,0.3192421531126787
85,0.3823063004227003,0.2915006172074464
86,0.39455659219269396,0.3271846067864806
87,0.3899697633764464,0.355457619825398
88,0.4097816389304693,0.34486573240710316
89,0.37940029872849645,0.2514055589460777
90,0.39633326878617176,0.3038646373058072
91,0.390262957220752,0.29663476274439826
92,0.39123429473142474,0.26033317925581884
93,0.3734309521233827,0.2548707226652045
94,0.4045588065590053,0.30609246570429227
95,0.3917195788625788,0.3200492416312975
96,0.37903167403062493,0.2995562708153789
97,0.3920157379647007,0.287095894769651
98,0.3798809253185534,0.26444812079524965
99,0.39316670746775373,0.33269279890014114
100,0.38814222461894704,0.24869004295561312
101,0.3982526510395882,0.2741301436521722
102,0.39208845550857924,0.3363421439899179
103,0.38970703303949555,0.3405216247887381
104,0.3830643578531948,0.32012432758839937
105,0.40270408681325526,0.30234997121216267
106,0.37025325883258703,0.3105776104725436
107,0.38403997632210074,0.2730709801977914
108,0.3921101080581046,0.3126853086106039
109,0.4141852189915352,0.3555324625340999
110,0.3834915244453332,0.3582751440946265
111,0.40296878016400023,0.2588148369041151
112,0.38865525300860115,0.2692901837067591
113,0.38679417875218003,0.3001015288257311
114,0.4042090544711298,0.3173825513811153
115,0.39868331756151204,0.27105653033840676
116,0.3873776387874312,0.2823652008367825
117,0.38940983002143253,0.33867724495278223
118,0.39358793696232425,0.24694499168895376
119,0.39900163755517853,0.3277551872154771
120,0.39669088124719326,0.2820615299399249
121,0.41177457839786685,0.37458079446526993
122,0.3913015315093098,0.32250730298654523
123,0.37738146790777777,0.3270882595429383
124,0.3937129961948496,0.3045270112699618
125,0.37661128094213275,0.311063441743499
126,0.3681008614622805,0.288969806294948
127,0.37570970751987354,0.2955868909902913
128,0.40059564364357775,0.3613100494139996
129,0.3856358653082504,0.288332121012327
130,0.3711070731094712,0.25849040435418374
131,0.40630003334861,0.36118508369198454
132,0.3977304189972439,0.2921048124490548
133,0.3780708975774811,0.2513093905992481
134,0.38953412112073066,0.33135509290045184
135,0.37341148616952974,0.2673183501268379
136,0.4036369758606225,0.31650998147424814
137,0.3890234650855947,0.2501636775658916
138,0.41030048268358893,0.3234237316588904
139,0.39966587019911815,0.27040429278662
140,0.39405620271762476,0.3350600150634212
141,0.4049993386389968,0.3120220997015973
142,0.39156941134404655,0.3345944118033835
143,0.36555766194774264,0.3250234897681695
144,0.3844867024762116,0.283398745779551
145,0.38172626767221607,0.26756536835292094
146,0.3869199517281263,0.27408947542151313
147,0.3635229281328327,0.279540749899832
148,0.38221202606506977,0.31098793538348557
149,0.4027184017879826,0.3417230128728955
150,0.39719575840784915,0.24553398461529402
151,0.3680646730377725,0.2493817604646601
152,0.38265220628060703,0.2778570143545334
153,0.3856623661795195,0.2601816627115551
154,0.39025184317842815,0.31688671589872686
155,0.4005172476422025,0.3020625644031882
156,0.3904860284295777,0.31929356289437594
157,0.38420422071969584,0.29255598976141706
158,0.38413799539439214,0.3232489929784973
159,0.40243210320776446,0.2893654309827698
160,0.38289995543432964,0.31165717178410446
161,0.38235721704585723,0.2834601168784625
162,0.382066540254385,0.3058122866762362
163,0.3839194665381288,0.2833343620268286
164,0.3976810989155224,0.2838254331098947
165,0.3893788571435547,0.29105925286986356
166,0.3746379959066938,0.31232288779323064
167,0.397342307089277,0.338663883042394
168,0.3922063693196043,0.33820563565312095
169,0.37573289672842036,0.2915160720895267
170,0.3856803342123756,0.2765952490193397
171,0.40647520715699015,0.316616133633333
172,0.40018709150768667,0.24186740161766893
173,0.3792396738574788,0.30463268728891213
174,0.3998832971694792,0.2692309583923054
175,0.3855907332087165,0.21905863025027783
176,0.37506053504908465,0.26049239706314464
177,0.3922121592135541,0.31052956580267327
178,0.37838822964381225,0.3465292445108096
179,0.40025249166011845,0.27399231603204627
180,0.39202564328013456,0.36373161924632985
181,0.3909757459563891,0.32714301036471144
182,0.3873357383117915,0.2784100163988435
183,0.3847129455706343,0.34281521384627944
184,0.3856140172307076,0.3390594945908059
185,0.4007229121403997,0.29091417921536256
186,0.3743957595633335,0.2515326961620398
187,0.3862070136388912,0.28008250606736285
188,0.40656566095951097,0.34298911565451745
189,0.39285343941697054,0.28041479122694607
190,0.37737004785679007,0.2841486124740962
191,0.408498743837947,0.3707623909559804
192,0.40006555152922435,0.40014467756432964
193,0.39538447093104295,0.2720872142954896
194,0.4001513313969956,0.28296251006868545
195,0.38779114529803776,0.30990014782280767
196,0.4064247685904908,0.3113608449393178
197,0.40480236081408805,0.32816536784097916
198,0.403185920688452,0.27280805931500424
199,0.39408034469683767,0.31899359526911075
200,0.39963491431486237,0.3151973213443491
201,0.3673315824846352,0.3710819861709035
202,0.3985203968472437,0.29700606445771843
203,0.4020002610929421,0.25755469323486047
204,0.38109489831378124,0.22401088178462572
205,0.370848425437245,0.3068918172404161
206,0.3894464727357865,0.3172795795482089
207,0.3931225336962942,0.3309149341137
208,0.3962495598620123,0.3263167557741431
209,0.40555470403837257,0.37716940117838765
210,0.38016181491726764,0.332387744400352
211,0.3923868213109032,0.2994685724263417
212,0.3967877134222177,0.3316097748452883
213,0.39133904174642836,0.28355570187652007
214,0.35925652642432043,0.26185041518116087
215,0.39965657503702884,0.2643416184348971
216,0.3941910798116191,0.3062691997004451
217,0.39605078812928224,0.3054294581541738
218,0.3834253750029475,0.28127963091221686
219,0.3772353236772251,0.27237337691636493
220,0.3946258906860316,0.28035662791334226
221,0.37689795456999836,0.2857982520232859
222,0.3764058933934651,0.28014448572256806
223,0.3798223883989242,0.2960688484560895
224,0.379962855692141,0.3334361370277128
225,0.3861982487135176,0.323062804184409
226,0.38446775659791704,0.2627221637139689
227,0.38523065734658646,0.3029353579834823
228,0.3988162249843037,0.32803513129778616
229,0.38527519771242114,0.2228865879835603
230,0.37861095741336515,0.2657497622161235
231,0.3955877577286236,0.3010398570595513
232,0.3819957682007242,0.31082100219057607
233,0.39354690894673655,0.25918916018097743
234,0.39251480079098644,0.3012749022298594
235,0.3694217771121143,0.297231048280584
236,0.3909842984040147,0.3064941204937039
237,0.39865178257219563,0.3260671042173259
238,0.39170554152612536,0.31920731468180896
239,0.3870389692913532,0.31620869681260155
240,0.3890301679603783,0.22396293672047018
241,0.38701663457340446,0.2997830518379393
242,0.39348885964805974,0.30329518411560474
243,0.4013443157914505,0.284131239666919
244,0.38609996219579457,0.2447351685767945
245,0.3759886756468148,0.22945163851345937
246,0.3987711777827556,0.3505261059071035
247,0.3852580630563165,0.3022628200571565
248,0.4057490255708059,0.3153395710930676
249,0.38677348812381696,0.24460521471693514
250,0.4010139200304382,0.3394907797320377
251,0.4037893372919369,0.30816100963961296
252,0.3947503987957103,0.34420519836536756
253,0.38915601477630923,0.281502476271558
254,0.3905489161476226,0.26584590560572097
255,0.40410972305708753,0.35697538921632543
256,0.3895207443155881,0.35843147292764244
257,0.3813562418719075,0.3054249932605423
258,0.37643601499521107,0.27047585786603184
259,0.4011674281008611,0.35943920495505227
260,0.38969772866583285,0.2874160805912581
261,0.3867798522794758,0.2832175814349669
262,0.38073183671734234,0.2721863731893804
263,0.3907006426486279,0.2806908115094704
264,0.3958753787063713,0.31098314337970384
265,0.3846915862041386,0.30834110490862865
266,0.3955156307144722,0.28112083978491065
267,0.39495607757460044,0.28644046149903735
268,0.37091637650866727,0.30394553318291
269,0.3884542757550469,0.3030915803698308
270,0.4000564753851788,0.26604887743572464
271,0.4023488105259905,0.28238218959668443
272,0.3883094819450819,0.33520045074300003
273,0.3896826290690159,0.3063582043677236
274,0.3822753031233579,0.3245816825692479
275,0.3780838706180505,0.27610445971148795
276,0.37705486182234804,0.2930041209092081
277,0.38299730394042886,0.33412250861763376
278,0.4016431048583785,0.2783620732775502
279,0.41221216808552824,0.3490385633121751
280,0.38916965584474444,0.2676661083091632
281,0.38915321750018494,0.29731068885073175
282,0.37422727364219566,0.2786020737235967
283,0.39141918262312486,0.31019791956468296
284,0.38358056725059336,0.25857106954303516
285,0.3995475557002436,0.3106082975219833
286,0.38465882855312367,0.33280316355125494
287,0.40602032084788836,0.2829335197407073
288,0.3886485771281036,0.2832191271736329
289,0.39789619272563714,0.2954468228204381
290,0.3908722575736939,0.2702734540390719
291,0.38025054549604376,0.3322275870093991
292,0.37615815691943083,0.295259695064014
293,0.40341390749462847,0.344811724035019
294,0.389952236903051,0.27270005307897094
295,0.3864729259351065,0.2833903746444843
296,0.3771445072326461,0.32087520802007163
297,0.3973135115772626,0.32779106718274054
298,0.393512071010131,0.33032870789935925
299,0.39354075533495914,0.28668925056902334
300,0.3875996739848577,0.29896452268671553
