site,round,stage,n_train,n_test,loss,mse,mae,r2
site05,1,global,3704,927,1.1096433401107788,1.1096433401107788,0.8398511409759521,0.0888874530792236
site05,1,local,3704,927,1.1162384748458862,1.1162384748458862,0.8421398997306824,0.0834723114967346
site05,2,global,3704,927,1.10848069190979,1.10848069190979,0.8389760255813599,0.0898420810699462
site05,2,local,3704,927,1.1140793561935425,1.1140793561935425,0.8393315672874451,0.0852450728416442
site05,3,global,3704,927,1.105235576629639,1.105235576629639,0.8375362753868103,0.0925066471099853
site05,3,local,3704,927,1.1111429929733276,1.1111429929733276,0.8395774960517883,0.0876561403274536
site05,4,global,3704,927,1.1076574325561523,1.1076574325561523,0.838799238204956,0.090518057346344
site05,4,local,3704,927,1.1206834316253662,1.1206834316253662,0.8442401885986328,0.0798225998878479
site06,0,global,4503,1126,1.389948487281799,1.389948487281799,0.9600585103034972,-0.045416235923767
site06,0,local,4503,1126,1.238353610038757,1.238353610038757,0.9002370238304138,0.0686022639274597
site06,1,global,4503,1126,1.2275406122207642,1.2275406122207642,0.8923413753509521,0.0767349600791931
site06,1,local,4503,1126,1.2313765287399292,1.2313765287399292,0.8941266536712646,0.0738497972488403
site06,2,global,4503,1126,1.2250748872756958,1.2250748872756958,0.8915753364562988,0.0785894989967346
site06,2,local,4503,1126,1.2412919998168943,1.2412919998168943,0.902149498462677,0.066392183303833
site06,3,global,4503,1126,1.2238534688949585,1.2238534688949585,0.8905858397483826,0.0795081853866577
site06,3,local,4503,1126,1.2331582307815552,1.2331582307815552,0.8961089849472046,0.0725098252296447
site06,4,global,4503,1126,1.2258628606796265,1.2258628606796265,0.890692949295044,0.0779968500137329
site06,4,local,4503,1126,1.2310177087783811,1.2310177087783811,0.8956904411315918,0.0741196870803833
site07,0,global,5712,1429,1.1808146238327026,1.1808146238327026,0.8704969882965088,-0.0662108659744262
site07,0,local,5712,1429,1.059402585029602,1.059402585029602,0.8241029977798462,0.0434175133705139
site07,1,global,5712,1429,1.0410805940628052,1.0410805940628052,0.8162714242935181,0.0599613785743713
site07,1,local,5712,1429,1.045775055885315,1.045775055885315,0.8175960183143616,0.0557225346565246
site07,2,global,5712,1429,1.0419052839279177,1.0419052839279177,0.8163559436798096,0.0592167377471923
site07,2,local,5712,1429,1.043884515762329,1.043884515762329,0.8168590664863586,0.057429552078247
site07,3,global,5712,1429,1.044840693473816,1.044840693473816,0.8171918988227844,0.0565661191940307
site07,3,local,5712,1429,1.053727149963379,1.053727149963379,0.8225520253181458,0.0485421419143676
site07,4,global,5712,1429,1.042798399925232,1.042798399925232,0.8163959383964539,0.0584102272987365
site07,4,local,5712,1429,1.0482804775238037,1.0482804775238037,0.8191218376159668,0.0534602403640747
site08,0,global,6523,1631,1.2968175411224363,1.2968175411224363,0.8973008990287781,-0.0458741188049316
site08,0,local,6523,1631,1.1457265615463257,1.1457265615463257,0.8501248955726624,0.0759797096252441
site08,1,global,6523,1631,1.1472011804580688,1.1472011804580688,0.850184977054596,0.074790358543396
site08,1,local,6523,1631,1.1583807468414309,1.1583807468414309,0.856864869594574,0.0657740831375122
site08,2,global,6523,1631,1.145466923713684,1.145466923713684,0.8492754697799683,0.0761890411376953
site08,2,local,6523,1631,1.1453213691711426,1.1453213691711426,0.8490011692047119,0.076306402683258
site08,3,global,6523,1631,1.1446313858032229,1.1446313858032229,0.8486770987510681,0.0768628716468811
site08,3,local,6523,1631,1.143741250038147,1.143741250038147,0.848609983921051,0.0775808095932006
site08,4,global,6523,1631,1.145162582397461,1.145162582397461,0.8496177792549133,0.0764344334602356
site08,4,local,6523,1631,1.142438888549805,1.142438888549805,0.8482996225357056,0.0786311626434326
site09,0,global,6739,1685,1.1901799440383911,1.1901799440383911,0.8653671145439148,-0.0449409484863281
site09,0,local,6739,1685,1.0952073335647583,1.0952073335647583,0.8279682397842407,0.0384420752525329
site09,1,global,6739,1685,1.091841459274292,1.091841459274292,0.8267172574996948,0.0413971543312072
site09,1,local,6739,1685,1.0919032096862793,1.0919032096862793,0.8271769285202026,0.0413429141044616
site09,2,global,6739,1685,1.0914348363876345,1.0914348363876345,0.8264988660812378,0.0417541861534118
site09,2,local,6739,1685,1.0930699110031128,1.0930699110031128,0.8273276686668396,0.0403186678886413
site09,3,global,6739,1685,1.0932400226593018,1.0932400226593018,0.8271281719207764,0.0401692986488342
site09,3,local,6739,1685,1.0943467617034912,1.0943467617034912,0.8277240991592407,0.0391976237297058
site09,4,global,6739,1685,1.09487783908844,1.09487783908844,0.8277888298034668,0.0387313365936279
site09,4,local,6739,1685,1.0909173488616943,1.0909173488616943,0.8264731764793396,0.0422084927558898
site10,0,global,7504,1876,1.1524770259857178,1.1524770259857178,0.8468144536018372,-0.0723483562469482
site10,0,local,7504,1876,0.9900279641151428,0.9900279641151428,0.7906327843666077,0.0788060426712036
site10,1,global,7504,1876,0.9858235120773317,0.9858235120773317,0.7878921627998352,0.0827181339263916
site10,1,local,7504,1876,0.9862117171287536,0.9862117171287536,0.7883309721946716,0.0823569297790527
site10,2,global,7504,1876,0.9859997034072876,0.9859997034072876,0.7878774404525757,0.0825542211532592
site10,2,local,7504,1876,0.9865788221359252,0.9865788221359252,0.7885196805000305,0.0820153355598449
site10,3,global,7504,1876,0.9882885217666626,0.9882885217666626,0.7891271710395813,0.0804245471954345
site10,3,local,7504,1876,0.9909355640411376,0.9909355640411376,0.7913571000099182,0.0779615044593811
site10,4,global,7504,1876,0.9860634207725524,0.9860634207725524,0.788479208946228,0.0824949145317077
site10,4,local,7504,1876,0.9883130192756652,0.9883130192756652,0.7889129519462585,0.0804017782211303
