site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2
site07,0,global,5712,1429,1.76698899269104,1.76698899269104,1.058407187461853,-0.5371361970901489,0.1327346101369241
site07,0,local,5712,1429,1.052432417869568,1.052432417869568,0.8204091191291809,0.084469735622406,0.1327346101369241
site07,1,global,5712,1429,1.047992706298828,1.047992706298828,0.8183779716491699,0.0883319377899169,0.1327346101369241
site07,1,local,5712,1429,1.0402779579162598,1.0402779579162598,0.8156766295433044,0.0950431227684021,0.1327346101369241
site07,2,global,5712,1429,1.0457370281219482,1.0457370281219482,0.8174948692321777,0.0902941226959228,0.1327346101369241
site07,2,local,5712,1429,1.0405741930007937,1.0405741930007937,0.8158192038536072,0.0947853326797485,0.1327346101369241
site07,3,global,5712,1429,1.0453898906707764,1.0453898906707764,0.8173483610153198,0.0905961394309997,0.1327346101369241
site07,3,local,5712,1429,1.04165780544281,1.04165780544281,0.8166369199752808,0.0938426852226257,0.1327346101369241
site07,4,global,5712,1429,1.0418453216552734,1.0418453216552734,0.8166393041610718,0.0936796069145202,0.1327346101369241
site07,4,local,5712,1429,1.0440897941589355,1.0440897941589355,0.8179389238357544,0.091727077960968,0.1327346101369241
site08,0,global,6523,1631,1.924925208091736,1.924925208091736,1.094906449317932,-0.4807424545288086,0.1721204910108354
site08,0,local,6523,1631,1.142591118812561,1.142591118812561,0.8483825325965881,0.1210654973983764,0.1721204910108354
site08,1,global,6523,1631,1.1537243127822876,1.1537243127822876,0.8525829315185547,0.1125012636184692,0.1721204910108354
site08,1,local,6523,1631,1.1538196802139282,1.1538196802139282,0.8523311614990234,0.1124279499053955,0.1721204910108354
site08,2,global,6523,1631,1.143447995185852,1.143447995185852,0.8479621410369873,0.1204063296318054,0.1721204910108354
site08,2,local,6523,1631,1.150497317314148,1.150497317314148,0.8516846299171448,0.1149836182594299,0.1721204910108354
site08,3,global,6523,1631,1.1457722187042236,1.1457722187042236,0.8490800857543945,0.1186184287071228,0.1721204910108354
site08,3,local,6523,1631,1.148961067199707,1.148961067199707,0.8507808446884155,0.1161653399467468,0.1721204910108354
site08,4,global,6523,1631,1.1502119302749634,1.1502119302749634,0.8517084717750549,0.1152032017707824,0.1721204910108354
site08,4,local,6523,1631,1.1506797075271606,1.1506797075271606,0.8526734113693237,0.1148433089256286,0.1721204910108354
site09,0,global,6739,1685,1.804401516914368,1.804401516914368,1.0758283138275146,-0.5358728170394897,0.0352690201469616
site09,0,local,6739,1685,1.112688660621643,1.112688660621643,0.8346486687660217,0.0529002547264099,0.0352690201469616
site09,1,global,6739,1685,1.0912199020385742,1.0912199020385742,0.826079785823822,0.0711740255355835,0.0352690201469616
site09,1,local,6739,1685,1.1058528423309326,1.1058528423309326,0.8325760364532471,0.0587187409400939,0.0352690201469616
site09,2,global,6739,1685,1.0939489603042605,1.0939489603042605,0.8278895616531372,0.0688511729240417,0.0352690201469616
site09,2,local,6739,1685,1.0928741693496704,1.0928741693496704,0.8274732828140259,0.0697659850120544,0.0352690201469616
site09,3,global,6739,1685,1.096899390220642,1.096899390220642,0.8292757272720337,0.0663397908210754,0.0352690201469616
site09,3,local,6739,1685,1.0939306020736694,1.0939306020736694,0.8278888463973999,0.0688667297363281,0.0352690201469616
site09,4,global,6739,1685,1.0955862998962402,1.0955862998962402,0.8286194205284119,0.0674574375152587,0.0352690201469616
site09,4,local,6739,1685,1.094545602798462,1.094545602798462,0.8283110857009888,0.0683432817459106,0.0352690201469616
site10,0,global,7504,1876,1.883641004562378,1.883641004562378,1.0800273418426514,-0.6746199131011963,0.082569773232602
site10,0,local,7504,1876,0.9969085454940796,0.9969085454940796,0.7932027578353882,0.1137149333953857,0.082569773232602
site10,1,global,7504,1876,0.9922083616256714,0.9922083616256714,0.790727436542511,0.1178935170173645,0.082569773232602
site10,1,local,7504,1876,0.985929012298584,0.985929012298584,0.7875939607620239,0.1234760880470275,0.082569773232602
site10,2,global,7504,1876,0.9874776601791382,0.9874776601791382,0.7884313464164734,0.1220992803573608,0.082569773232602
site10,2,local,7504,1876,0.9876886010169984,0.9876886010169984,0.788682222366333,0.1219117641448974,0.082569773232602
site10,3,global,7504,1876,0.986662209033966,0.986662209033966,0.7882905006408691,0.1228242516517639,0.082569773232602
site10,3,local,7504,1876,0.9870159029960632,0.9870159029960632,0.7885776162147522,0.1225097775459289,0.082569773232602
site10,4,global,7504,1876,0.9837599992752076,0.9837599992752076,0.7870805263519287,0.125404417514801,0.082569773232602
site10,4,local,7504,1876,1.0032963752746582,1.0032963752746582,0.7947726845741272,0.1080358624458313,0.082569773232602
