site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2
site05,4,local,3704,927,1.109506130218506,1.109506130218506,0.83905029296875,0.1716682910919189,0.0485916888375729
site06,0,global,4503,1126,1.9766687154769895,1.9766687154769895,1.1166303157806396,-0.3674927949905395,0.0426912030400241
site06,0,local,4503,1126,1.254716396331787,1.254716396331787,0.9051303267478944,0.1319660544395446,0.0426912030400241
site06,1,global,4503,1126,1.2407472133636477,1.2407472133636477,0.898883581161499,0.1416301131248474,0.0426912030400241
site06,1,local,4503,1126,1.252650022506714,1.252650022506714,0.9024142026901244,0.1333956122398376,0.0426912030400241
site06,2,global,4503,1126,1.2295989990234375,1.2295989990234375,0.8940712809562683,0.1493427157402038,0.0426912030400241
site06,2,local,4503,1126,1.2458454370498655,1.2458454370498655,0.9027111530303956,0.1381030678749084,0.0426912030400241
site06,3,global,4503,1126,1.228147029876709,1.228147029876709,0.8920228481292725,0.1503471732139587,0.0426912030400241
site06,3,local,4503,1126,1.2426375150680542,1.2426375150680542,0.8992644548416138,0.1403224468231201,0.0426912030400241
site06,4,global,4503,1126,1.2308349609375,1.2308349609375,0.8934413194656372,0.1484876275062561,0.0426912030400241
site06,4,local,4503,1126,1.2415122985839844,1.2415122985839844,0.8989809155464172,0.1411008238792419,0.0426912030400241
site07,0,global,5712,1429,1.5859307050704956,1.5859307050704956,0.9909088611602784,-0.3412554264068603,0.1327346101369241
site07,0,local,5712,1429,1.061826229095459,1.061826229095459,0.8263872861862183,0.1019909381866455,0.1327346101369241
site07,1,global,5712,1429,1.0440057516098022,1.0440057516098022,0.8187512755393982,0.1170620322227478,0.1327346101369241
site07,1,local,5712,1429,1.0514791011810305,1.0514791011810305,0.821610689163208,0.1107416749000549,0.1327346101369241
site07,2,global,5712,1429,1.050548434257507,1.050548434257507,0.819789707660675,0.1115288138389587,0.1327346101369241
site07,2,local,5712,1429,1.040766954421997,1.040766954421997,0.8174940347671509,0.1198011636734008,0.1327346101369241
site07,3,global,5712,1429,1.0466313362121582,1.0466313362121582,0.8177071809768677,0.1148415207862854,0.1327346101369241
site07,3,local,5712,1429,1.0401010513305664,1.0401010513305664,0.8163109421730042,0.1203644275665283,0.1327346101369241
site07,4,global,5712,1429,1.0428862571716309,1.0428862571716309,0.8170144557952881,0.1180088520050048,0.1327346101369241
site07,4,local,5712,1429,1.042017102241516,1.042017102241516,0.817078173160553,0.118743896484375,0.1327346101369241
site08,0,global,6523,1631,1.8442323207855225,1.8442323207855225,1.0577962398529053,-0.3609849214553833,0.1721204910108354
site08,0,local,6523,1631,1.1464927196502686,1.1464927196502686,0.8500710725784302,0.1539247035980224,0.1721204910108354
site08,1,global,6523,1631,1.153767466545105,1.153767466545105,0.8521503210067749,0.1485562324523925,0.1721204910108354
site08,1,local,6523,1631,1.1559993028640747,1.1559993028640747,0.8520177006721497,0.1469091176986694,0.1721204910108354
site08,2,global,6523,1631,1.1471209526062012,1.1471209526062012,0.8484866619110107,0.1534610986709594,0.1721204910108354
site08,2,local,6523,1631,1.1611393690109253,1.1611393690109253,0.8536328077316284,0.1431159377098083,0.1721204910108354
site08,3,global,6523,1631,1.148200511932373,1.148200511932373,0.8500522375106812,0.1526644229888916,0.1721204910108354
site08,3,local,6523,1631,1.153656005859375,1.153656005859375,0.853686511516571,0.1486384272575378,0.1721204910108354
site08,4,global,6523,1631,1.1491026878356934,1.1491026878356934,0.8510924577713013,0.1519986391067505,0.1721204910108354
site08,4,local,6523,1631,1.1525664329528809,1.1525664329528809,0.8537876009941101,0.1494424939155578,0.1721204910108354
site09,0,global,6739,1685,1.6306312084197998,1.6306312084197998,1.0058538913726809,-0.3471474647521972,0.0352690201469616
site09,0,local,6739,1685,1.1066449880599976,1.1066449880599976,0.8324962258338928,0.0857441425323486,0.0352690201469616
site09,1,global,6739,1685,1.0881949663162231,1.0881949663162231,0.8255776166915894,0.1009867191314697,0.0352690201469616
site09,1,local,6739,1685,1.1117855310440063,1.1117855310440063,0.8350359797477722,0.081497311592102,0.0352690201469616
site09,2,global,6739,1685,1.0978281497955322,1.0978281497955322,0.8292697668075562,0.0930283069610595,0.0352690201469616
site09,2,local,6739,1685,1.0985230207443235,1.0985230207443235,0.8289247751235962,0.0924541354179382,0.0352690201469616
site09,3,global,6739,1685,1.100908875465393,1.100908875465393,0.8300539255142212,0.0904830694198608,0.0352690201469616
site09,3,local,6739,1685,1.0986878871917725,1.0986878871917725,0.8292059302330017,0.0923179388046264,0.0352690201469616
site09,4,global,6739,1685,1.0989630222320557,1.0989630222320557,0.8294627666473389,0.0920906662940979,0.0352690201469616
site09,4,local,6739,1685,1.102799892425537,1.102799892425537,0.8305014967918396,0.088920772075653,0.0352690201469616
site10,0,global,7504,1876,1.6173533201217651,1.6173533201217651,0.9880716800689696,-0.3992955684661865,0.082569773232602
site10,0,local,7504,1876,0.9998596906661988,0.9998596906661988,0.7952040433883667,0.1349452137947082,0.082569773232602
site10,1,global,7504,1876,0.991766631603241,0.991766631603241,0.7895567417144775,0.1419471502304077,0.082569773232602
site10,1,local,7504,1876,0.9864619374275208,0.9864619374275208,0.7882643342018127,0.146536648273468,0.082569773232602
site10,2,global,7504,1876,0.9904897809028624,0.9904897809028624,0.7897927165031433,0.1430518627166748,0.082569773232602
site10,2,local,7504,1876,0.987719178199768,0.987719178199768,0.7896763682365417,0.1454488635063171,0.082569773232602
site10,3,global,7504,1876,0.98763769865036,0.98763769865036,0.7896063327789307,0.1455193758010864,0.082569773232602
site10,3,local,7504,1876,0.985600769519806,0.985600769519806,0.7885502576828003,0.1472817063331604,0.082569773232602
site10,4,global,7504,1876,0.9840511679649352,0.9840511679649352,0.7879071235656738,0.1486223936080932,0.082569773232602
site10,4,local,7504,1876,1.0116710662841797,1.0116710662841797,0.7987664341926575,0.1247262358665466,0.082569773232602
