suite,scenario,dataset,rmse_truth_mean,rmse_truth_std,rmse_clean_mean,rmse_clean_std,score_mean,score_std,tpr_mean,tpr_std,fpr_mean,fpr_std,update_cos_mean,update_cos_std,mia_auc_mean,mia_auc_std,eps_aggregate,eps_server,n_malicious,n_seeds
robustness,sign_flip|multi_krum,cox,0.2274121833936798,0.2110722417074422,0.05103426179970836,0.02460602136679375,0.6047079367438479,0.003550225234172773,1.0,0.0,0.11111111111111112,0.0,,,,,inf,inf,1,5
robustness,sign_flip|geometric_median,cox,0.25529991925710405,0.24593447148492517,0.08012892093591976,0.06085916295339772,0.6041136153298778,0.004602961960020144,1.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,scale|fedavg,cox,0.44953142354366377,0.2767825735670818,0.2820122583757191,0.18137363129313042,0.6067451410721585,0.0012100934140781487,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,scale|fedavg_registered,cox,0.44953142354366377,0.2767825735670818,0.2820122583757191,0.18137363129313042,0.6067451410721585,0.0012100934140781487,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,scale|norm_bound,cox,0.21171955656267585,0.20559355141531097,0.034119405845913386,0.020964349064133577,0.6047288887695402,0.0035891032538041866,1.0,0.0,0.4444444444444445,0.0,,,,,inf,inf,1,5
robustness,scale|median,cox,0.1823523239595165,0.19250728788010604,0.022772588619730603,0.014873942079155673,0.6041382850372198,0.004790364094286483,1.0,0.0,0.4622222222222222,0.04274529791482519,,,,,inf,inf,1,5
robustness,scale|trimmed_mean,cox,0.215125354928281,0.22661764578505464,0.04421037413763272,0.039854880969868604,0.6044180457924323,0.004078176734562588,1.0,0.0,0.04444444444444444,0.041573970964154904,,,,,inf,inf,1,5
robustness,scale|krum,cox,0.3919690490366844,0.25235819566288026,0.22936914193906296,0.07426419361460485,0.6012110624741807,0.007701883240621135,1.0,0.0,0.888888888888889,0.0,,,,,inf,inf,1,5
robustness,scale|multi_krum,cox,0.2274121833936798,0.2110722417074422,0.05103426179970836,0.02460602136679375,0.6047079367438479,0.003550225234172773,1.0,0.0,0.11111111111111112,0.0,,,,,inf,inf,1,5
robustness,scale|geometric_median,cox,0.1594101409367499,0.16512634616456687,0.027527763999780762,0.01630716062027608,0.6053336690682006,0.0029067157494411487,1.0,0.0,0.013333333333333332,0.01987615979999813,,,,,inf,inf,1,5
robustness,gaussian|fedavg,cox,0.266431313516283,0.2511965492351316,0.08809536813233135,0.06920359854948997,0.6037126615678288,0.0051372295757738514,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,gaussian|fedavg_registered,cox,0.266431313516283,0.2511965492351316,0.08809536813233135,0.06920359854948997,0.6037126615678288,0.0051372295757738514,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,gaussian|norm_bound,cox,0.2713356538226168,0.2575001669442022,0.0935800938203786,0.07197359582797408,0.6038338245786766,0.004808241838832209,1.0,0.0,0.4444444444444445,0.0,,,,,inf,inf,1,5
robustness,gaussian|median,cox,0.24404827907672585,0.2269883050595868,0.0664371167250096,0.045533287302739145,0.6031108056760937,0.0062732786623013416,1.0,0.0,0.4222222222222222,0.058794473579213094,,,,,inf,inf,1,5
robustness,gaussian|trimmed_mean,cox,0.27565905059580975,0.2548503601477383,0.10042536258113252,0.07029577796062543,0.6031501307222253,0.005696743221375824,1.0,0.0,0.04,0.055332887102172136,,,,,inf,inf,1,5
robustness,gaussian|krum,cox,0.3919690490366844,0.25235819566288026,0.22936914193906296,0.07426419361460485,0.6012110624741807,0.007701883240621135,1.0,0.0,0.888888888888889,0.0,,,,,inf,inf,1,5
robustness,gaussian|multi_krum,cox,0.2274121833936798,0.2110722417074422,0.05103426179970836,0.02460602136679375,0.6047079367438479,0.003550225234172773,1.0,0.0,0.11111111111111112,0.0,,,,,inf,inf,1,5
robustness,gaussian|geometric_median,cox,0.21804589981910844,0.21853627152163255,0.042514766786267304,0.03253038358793227,0.6046564239981796,0.00380426341686577,1.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,outcome_flip|fedavg,cox,0.1899787216347017,0.06572832619149171,0.29737793951985736,0.022552428291123198,0.5428979638230855,0.05373966967331373,0.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|fedavg_registered,cox,0.1899787216347017,0.06572832619149171,0.29737793951985736,0.022552428291123198,0.5428979638230855,0.05373966967331373,0.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|norm_bound,cox,0.15703257180000232,0.17236619475778897,0.09463778644745105,0.03335728935749196,0.5995347051257813,0.011818791796388015,0.8400000000000001,0.08944271909999157,0.41500000000000004,0.022360679774997887,,,,,inf,inf,2,5
robustness,outcome_flip|median,cox,0.22017436512488123,0.21779925190879457,0.053455935211054975,0.03957440764015534,0.6020151936711472,0.009619076867403818,0.96,0.08944271909999156,0.41500000000000004,0.08023403267940607,,,,,inf,inf,2,5
robustness,outcome_flip|trimmed_mean,cox,0.23342007750778349,0.23749755760986604,0.05999445025298875,0.052169022842842604,0.6028086795566314,0.008388365080984417,0.9800000000000001,0.04472135954999578,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|krum,cox,0.3806474914329414,0.2510530083432205,0.22413820962444433,0.07786857036883726,0.6017649273994496,0.009364871430037268,1.0,0.0,0.875,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|multi_krum,cox,0.19604955529341928,0.2067308127125007,0.029408271155317616,0.01498116229852088,0.6067081301329249,0.0037413537170298775,1.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|geometric_median,cox,0.14317713220289496,0.15445794660519271,0.1104391701173768,0.0256863416703214,0.6037768370339908,0.007673143908749202,0.9,0.22360679774997896,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|fedavg,cox,0.20224976445764034,0.14917436396747408,0.16720230664336946,0.08026557017756293,0.6044560717290267,0.006201337120844421,0.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|fedavg_registered,cox,0.20224976445764034,0.14917436396747408,0.16720230664336946,0.08026557017756293,0.6044560717290267,0.006201337120844421,0.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|norm_bound,cox,0.18564124672651752,0.20239991302922977,0.08502394525370263,0.043098129514428755,0.6043714792253663,0.006238185469160505,0.86,0.05477225575051659,0.41,0.01369306393762914,,,,,inf,inf,2,5
robustness,outcome_shuffle|median,cox,0.21058860934452248,0.1931862981840805,0.046011957497322245,0.017155148104874205,0.6039245479828994,0.0063492072593355365,0.7,0.3,0.475,0.039528470752104757,,,,,inf,inf,2,5
robustness,outcome_shuffle|trimmed_mean,cox,0.22882893961257125,0.2301529921800529,0.05728521789265508,0.04426223970712104,0.6037708636209993,0.006714240656223823,0.9,0.17320508075688773,0.025,0.035355339059327376,,,,,inf,inf,2,5
robustness,outcome_shuffle|krum,cox,0.3806474914329414,0.2510530083432205,0.22413820962444433,0.07786857036883726,0.6017649273994496,0.009364871430037268,1.0,0.0,0.875,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|multi_krum,cox,0.2071412262123314,0.22969726279788305,0.04057914836519879,0.03940346143536331,0.6064311900695943,0.004281197392724107,0.9,0.22360679774997896,0.025,0.05590169943749474,,,,,inf,inf,2,5
robustness,outcome_shuffle|geometric_median,cox,0.15996173299178817,0.17194763465417354,0.09966268091746623,0.03979862378714025,0.6050508249285882,0.0061601886098866685,0.1,0.1414213562373095,0.0,0.0,,,,,inf,inf,2,5
robustness,flip_inflate|fedavg,cox,0.13860077718308866,0.09700522433771112,0.17952522977728375,0.019590936792311046,0.5707466841396054,0.04720853863513629,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,flip_inflate|fedavg_registered,cox,0.16867070879737117,0.17846721319377135,0.019763612505957377,0.0076732264394014605,0.6031600715145641,0.003298452640537034,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,flip_inflate|norm_bound,cox,0.15477870573059546,0.10775121242302968,0.14304002195538268,0.026365441739263498,0.5785251675216422,0.04128786684390881,0.72,0.10954451150103325,0.47555555555555556,0.012171612389003675,,,,,inf,inf,1,5
robustness,flip_inflate|median,cox,0.15843204100261907,0.14695613844626484,0.06219710177445024,0.016347925778978086,0.5955314468763071,0.017399880950584687,0.24,0.21908902300206642,0.45777777777777773,0.06402160129283527,,,,,inf,inf,1,5
robustness,flip_inflate|trimmed_mean,cox,0.20028180507812565,0.19635950132066482,0.02387706787353872,0.015047943486263107,0.6021222132087344,0.004732345779557407,1.0,0.0,0.026666666666666665,0.028974232912011774,,,,,inf,inf,1,5
robustness,flip_inflate|krum,cox,0.37403032016918203,0.26262328764212794,0.205861296092672,0.08535749017243534,0.6009621539546284,0.006944986907683076,1.0,0.0,0.888888888888889,0.0,,,,,inf,inf,1,5
robustness,flip_inflate|multi_krum,cox,0.19970868939180617,0.20498754064182867,0.028704895906852768,0.01617156056909284,0.6030905391432324,0.0033771341784615315,1.0,0.0,0.11111111111111112,0.0,,,,,inf,inf,1,5
robustness,flip_inflate|geometric_median,cox,0.14461407971438817,0.11921915428255887,0.12619077447817,0.017319981863662782,0.5912395376632242,0.02358574578601116,0.12000000000000002,0.10954451150103323,0.0,0.0,,,,,inf,inf,1,5
robustness,clean,quadratic,0.07791776010251761,0.0870495562861937,0.0,0.0,0.1559363759424513,0.010657917561181722,,,,,,,,,inf,inf,0,5
robustness,no_attack|fedavg,quadratic,0.07791776010251761,0.0870495562861937,0.0,0.0,0.1559363759424513,0.010657917561181722,,,,,,,,,inf,inf,0,5
robustness,no_attack|fedavg_registered,quadratic,0.07858909085445731,0.08840357489042035,0.003082736798853083,0.004514121679069761,0.15597472301201912,0.010702486150225475,,,,,,,,,inf,inf,0,5
robustness,no_attack|norm_bound,quadratic,0.11283827824233181,0.12285761644141235,0.04028969745330145,0.03508921668852663,0.15530590898111107,0.010828411714575357,,,,,,,,,inf,inf,0,5
robustness,no_attack|median,quadratic,0.11501315647283421,0.1155711894442201,0.04592702623385988,0.027657181508260676,0.1554350934127094,0.010953820439421544,,,,,,,,,inf,inf,0,5
robustness,no_attack|trimmed_mean,quadratic,0.1284837843984268,0.12893513935255438,0.05692854400690787,0.04252775193294478,0.15512051834877433,0.011249407143726662,,,,,,,,,inf,inf,0,5
robustness,no_attack|krum,quadratic,0.22137060855817134,0.12437880875616888,0.15495260583865836,0.058250485027215214,0.14616882889806956,0.012708415120444431,,,,,,,,,inf,inf,0,5
robustness,no_attack|multi_krum,quadratic,0.12939865261220013,0.13281319822902082,0.060479336524145576,0.04727237528021552,0.15486406570283756,0.011052783225609908,,,,,,,,,inf,inf,0,5
robustness,no_attack|geometric_median,quadratic,0.08221193665005554,0.08626618043824202,0.009544972965946629,0.0034159644309279887,0.15590207776603526,0.010847101106167005,,,,,,,,,inf,inf,0,5
robustness,sign_flip|fedavg,quadratic,218.83450029034742,83.71657703665743,218.9030825618147,83.793734330003,-77340.50671802544,76887.85967600354,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,sign_flip|fedavg_registered,quadratic,218.83450029034742,83.71657703665743,218.9030825618147,83.793734330003,-77340.50671802544,76887.85967600354,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,sign_flip|norm_bound,quadratic,0.25534500773759106,0.21980478902157782,0.18555728188469905,0.134244210193781,0.15198653779261367,0.014701676244368703,1.0,0.0,0.4444444444444445,0.0,,,,,inf,inf,1,5
robustness,sign_flip|median,quadratic,0.17387065912037758,0.15775835762451165,0.10788703826227428,0.06950304658841451,0.15483497932837814,0.012844053909647376,1.0,0.0,0.4533333333333333,0.053518198127965766,,,,,inf,inf,1,5
robustness,sign_flip|trimmed_mean,quadratic,0.19520307258723543,0.18156659997004318,0.1280064252346397,0.09284547683661552,0.15424030551608633,0.013605854720800354,1.0,0.0,0.09333333333333334,0.03651483716701108,,,,,inf,inf,1,5
robustness,sign_flip|krum,quadratic,0.25144227397940555,0.16660321972079797,0.18253571460410453,0.09987739375461265,0.148964036590599,0.016177177109039105,1.0,0.0,0.888888888888889,0.0,,,,,inf,inf,1,5
robustness,sign_flip|multi_krum,quadratic,0.13982140981391913,0.1459702684342807,0.07096127722599373,0.056803276993769365,0.1553585128724347,0.012961707943246154,1.0,0.0,0.11111111111111112,0.0,,,,,inf,inf,1,5
robustness,sign_flip|geometric_median,quadratic,0.1552794821426948,0.14920139344908015,0.08826706776507597,0.05946352343423775,0.15515603867893457,0.0128831906177075,1.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,scale|fedavg,quadratic,1.2860685880639906,0.4913296661958631,1.2343345908923298,0.499419458049793,-1.352348141792493,1.2452110004973305,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,scale|fedavg_registered,quadratic,1.2860685880639906,0.4913296661958631,1.2343345908923298,0.499419458049793,-1.352348141792493,1.2452110004973305,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,scale|norm_bound,quadratic,0.11292358013195206,0.12278155293551193,0.0402159730818092,0.03517634009011907,0.1561019847487987,0.012696419948108807,1.0,0.0,0.4444444444444445,0.0,,,,,inf,inf,1,5
robustness,scale|median,quadratic,0.11057234261734059,0.11010255021568731,0.04166930168741855,0.018788672261923538,0.1561564841507174,0.013209719286227562,1.0,0.0,0.49333333333333335,0.03651483716701108,,,,,inf,inf,1,5
robustness,scale|trimmed_mean,quadratic,0.12948900519884698,0.12621737072332864,0.05795509418015199,0.03928663488690752,0.15589188408084204,0.01314947120933467,1.0,0.0,0.11111111111111112,0.041573970964154904,,,,,inf,inf,1,5
robustness,scale|krum,quadratic,0.25144227397940555,0.16660321972079797,0.18253571460410453,0.09987739375461265,0.148964036590599,0.016177177109039105,1.0,0.0,0.888888888888889,0.0,,,,,inf,inf,1,5
robustness,scale|multi_krum,quadratic,0.13982140981391913,0.1459702684342807,0.07096127722599373,0.056803276993769365,0.1553585128724347,0.012961707943246154,1.0,0.0,0.11111111111111112,0.0,,,,,inf,inf,1,5
robustness,scale|geometric_median,quadratic,0.06949954491501589,0.07864720101467865,0.01577044477066879,0.008093256310093437,0.15663705103396064,0.012368091195962739,1.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,gaussian|fedavg,quadratic,0.15738150844394455,0.15707188109848702,0.08715200290093326,0.06996445376328884,0.15422258735288374,0.013444793456750299,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,gaussian|fedavg_registered,quadratic,0.15738150844394455,0.15707188109848702,0.08715200290093326,0.06996445376328884,0.15422258735288374,0.013444793456750299,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,gaussian|norm_bound,quadratic,0.18231872529294765,0.18062507519268364,0.109492003352793,0.09519338155709538,0.15444659710970976,0.013486270995131434,1.0,0.0,0.4444444444444445,0.0,,,,,inf,inf,1,5
robustness,gaussian|median,quadratic,0.15816902952187745,0.15677737171455638,0.08841558640037936,0.07102578612676165,0.1546470759673256,0.013008670612048337,1.0,0.0,0.45777777777777773,0.025337231668869708,,,,,inf,inf,1,5
robustness,gaussian|trimmed_mean,quadratic,0.18391494527332064,0.17294759563035178,0.1151699942716311,0.08479552429910171,0.15446353534109525,0.01369980783369065,1.0,0.0,0.10222222222222221,0.019876159799998128,,,,,inf,inf,1,5
robustness,gaussian|krum,quadratic,0.25144227397940555,0.16660321972079797,0.18253571460410453,0.09987739375461265,0.148964036590599,0.016177177109039105,1.0,0.0,0.888888888888889,0.0,,,,,inf,inf,1,5
robustness,gaussian|multi_krum,quadratic,0.13982140981391913,0.1459702684342807,0.07096127722599373,0.056803276993769365,0.1553585128724347,0.012961707943246154,1.0,0.0,0.11111111111111112,0.0,,,,,inf,inf,1,5
robustness,gaussian|geometric_median,quadratic,0.11643650816452862,0.11768050216834239,0.047394493927401096,0.03065016947017485,0.15609905676053507,0.012692901263087109,1.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,outcome_flip|fedavg,quadratic,0.3113751168029014,0.042931721292227054,0.35059826037976266,0.0196248042134523,0.04303474077885159,0.018398346787849334,0.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|fedavg_registered,quadratic,0.3113751168029014,0.042931721292227054,0.35059826037976266,0.0196248042134523,0.04303474077885159,0.018398346787849334,0.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|norm_bound,quadratic,0.19323723165004433,0.05373805156557428,0.18576686423874347,0.03893467155071701,0.10634394630710067,0.012223760833612072,0.86,0.08944271909999155,0.41,0.022360679774997887,,,,,inf,inf,2,5
robustness,outcome_flip|median,quadratic,0.13939913534669207,0.13816294638024668,0.08397331888815834,0.043488257687531846,0.14879616542933455,0.01728486071012545,0.96,0.054772255750516585,0.42000000000000004,0.0670820393249937,,,,,inf,inf,2,5
robustness,outcome_flip|trimmed_mean,quadratic,0.14609869160815012,0.1382967231648704,0.08458715398620335,0.04448759528879448,0.1539371943999739,0.016450140326614904,1.0,0.0,0.01,0.013693063937629155,,,,,inf,inf,2,5
robustness,outcome_flip|krum,quadratic,0.24859854027440428,0.1754192547651872,0.18043087143850897,0.10019880148693998,0.15419233831014223,0.01638923999591458,1.0,0.0,0.875,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|multi_krum,quadratic,0.09025436956091208,0.0878513380490863,0.034580038666456404,0.012871527865289195,0.16188312764951887,0.011552422485485886,1.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_flip|geometric_median,quadratic,0.14054818214383444,0.0402202129453238,0.15489222182619142,0.01798395967217802,0.13178847556764425,0.011987645299010925,1.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|fedavg,quadratic,0.22627291382798792,0.052957036865086224,0.2644672360901965,0.024376620767054227,0.11591758689140888,0.005256814467528787,0.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|fedavg_registered,quadratic,0.22627291382798792,0.052957036865086224,0.2644672360901965,0.024376620767054227,0.11591758689140888,0.005256814467528787,0.0,0.0,0.0,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|norm_bound,quadratic,0.1773151594354586,0.04885870215937763,0.16695505412158146,0.048914884679900315,0.13409317361798512,0.008199660690000497,0.8,0.0,0.425,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|median,quadratic,0.10853149689355206,0.0784756805074761,0.06265147699397872,0.018760852784365806,0.15448272177242336,0.013174053865751835,0.82,0.14832396974191325,0.45,0.03061862178478972,,,,,inf,inf,2,5
robustness,outcome_shuffle|trimmed_mean,quadratic,0.1329856154362365,0.11666272282487024,0.07532458824726503,0.021511070104065604,0.15551688837654445,0.013336259695344374,0.9400000000000001,0.08944271909999155,0.025,0.025,,,,,inf,inf,2,5
robustness,outcome_shuffle|krum,quadratic,0.24859854027440428,0.1754192547651872,0.18043087143850897,0.10019880148693998,0.15419233831014223,0.01638923999591458,1.0,0.0,0.875,0.0,,,,,inf,inf,2,5
robustness,outcome_shuffle|multi_krum,quadratic,0.10095112424190197,0.10953870093793103,0.04243008786500822,0.011060240238688769,0.16159537506135385,0.011834101459868818,0.96,0.08944271909999156,0.01,0.022360679774997897,,,,,inf,inf,2,5
robustness,outcome_shuffle|geometric_median,quadratic,0.1557473053869713,0.040269654533508,0.16555013286224082,0.03419856121165817,0.1409244500443259,0.006043671352281532,0.04,0.05477225575051661,0.0,0.0,,,,,inf,inf,2,5
robustness,flip_inflate|fedavg,quadratic,0.2472001992469693,0.04957378522087283,0.27707617562245834,0.034741210913212216,0.04001727410107639,0.027212808886647722,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,flip_inflate|fedavg_registered,quadratic,0.0690269509140597,0.07416657509408295,0.027676810730281,0.006937992419011066,0.15488025695764424,0.00867175331000245,0.0,0.0,0.0,0.0,,,,,inf,inf,1,5
robustness,flip_inflate|norm_bound,quadratic,0.21024341046791456,0.05424289244684293,0.22522991644426735,0.04669753175412059,0.06496234340481508,0.019959920414298452,0.76,0.0894427190999916,0.47111111111111115,0.00993807989999906,,,,,inf,inf,1,5
robustness,flip_inflate|median,quadratic,0.11123881254882528,0.10956791209435217,0.06529874597664712,0.0312841954047977,0.13954268700463554,0.009969941475063436,0.2,0.14142135623730953,0.5377777777777778,0.10351835287868551,,,,,inf,inf,1,5
robustness,flip_inflate|trimmed_mean,quadratic,0.10673084061427926,0.12018488783807199,0.037057498940651766,0.02951253207963459,0.15444030793086694,0.009032341127661738,1.0,0.0,0.09333333333333334,0.048176629752619556,,,,,inf,inf,1,5
robustness,flip_inflate|krum,quadratic,0.17552104793574683,0.15306551330195736,0.11110111704172831,0.059390184892103286,0.15086682290711656,0.01002883359060894,1.0,0.0,0.888888888888889,0.0,,,,,inf,inf,1,5
robustness,flip_inflate|multi_krum,quadratic,0.10282206232119259,0.10721273368282919,0.029530968738495467,0.023920159731119127,0.15517661150750972,0.009695905891626293,1.0,0.0,0.11111111111111112,0.0,,,,,inf,inf,1,5
robustness,flip_inflate|geometric_median,quadratic,0.15986990954421265,0.03148913880327317,0.17123834204445063,0.03374734393390471,0.1130496746803205,0.013080845742086712,0.12000000000000002,0.10954451150103323,0.0,0.0,,,,,inf,inf,1,5
