site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2,xhat_sd
site05,3,global,3704,927,2.0120861530303955,2.0120861530303955,1.121147871017456,-0.5021771192550659,0.048591688837573,0.2728365957736969
site05,3,local,3704,927,1.1391693353652954,1.1391693353652954,0.8499422669410706,0.1495224237442016,0.048591688837573,0.2728365957736969
site05,4,global,3704,927,4.496570110321045,4.496570110321045,1.85921311378479,-2.3570353984832764,0.048591688837573,0.2728365957736969
site05,4,local,3704,927,1.1247297525405884,1.1247297525405884,0.8448042273521423,0.1603026986122131,0.048591688837573,0.2728365957736969
site05,5,global,3704,927,6.534421920776367,6.534421920776367,2.245563268661499,-3.878448486328125,0.048591688837573,0.2728365957736969
site06,0,global,4503,1126,1.3506817817687988,1.3506817817687988,0.927628219127655,0.0655755996704101,0.0426912030400241,0.2053330838680267
site06,0,local,4503,1126,1.2355632781982422,1.2355632781982422,0.8960930109024048,0.1452164649963379,0.0426912030400241,0.2053330838680267
site06,1,global,4503,1126,1.7054141759872437,1.7054141759872437,1.0278829336166382,-0.179834246635437,0.0426912030400241,0.2053330838680267
site06,1,local,4503,1126,1.2310303449630735,1.2310303449630735,0.8921867609024048,0.1483525037765503,0.0426912030400241,0.2053330838680267
site06,2,global,4503,1126,1.8129438161849976,1.8129438161849976,1.0664350986480713,-0.2542251348495483,0.0426912030400241,0.2053330838680267
site06,2,local,4503,1126,1.2417911291122437,1.2417911291122437,0.9008559584617616,0.1409079432487487,0.0426912030400241,0.2053330838680267
site06,3,global,4503,1126,2.0768063068389893,2.0768063068389893,1.1624832153320312,-0.4367696046829223,0.0426912030400241,0.2053330838680267
site06,3,local,4503,1126,1.2527124881744385,1.2527124881744385,0.9054917693138124,0.1333523988723755,0.0426912030400241,0.2053330838680267
site06,4,global,4503,1126,4.565020561218262,4.565020561218262,1.860124349594116,-2.15815806388855,0.0426912030400241,0.2053330838680267
site06,4,local,4503,1126,1.24243426322937,1.24243426322937,0.8987663388252258,0.1404630541801452,0.0426912030400241,0.2053330838680267
site06,5,global,4503,1126,6.426284313201904,6.426284313201904,2.213261365890503,-3.4458117485046387,0.0426912030400241,0.2053330838680267
site07,0,global,5712,1429,1.1297264099121094,1.1297264099121094,0.8487862348556519,0.04456627368927,0.1327346101369243,0.369501531124115
site07,0,local,5712,1429,1.0739234685897827,1.0739234685897827,0.8278251886367798,0.091759979724884,0.1327346101369243,0.369501531124115
site07,1,global,5712,1429,1.5102248191833496,1.5102248191833496,0.9699058532714844,-0.2772294282913208,0.1327346101369243,0.369501531124115
site07,1,local,5712,1429,1.0519180297851562,1.0519180297851562,0.8190001249313354,0.1103705167770385,0.1327346101369243,0.369501531124115
site07,2,global,5712,1429,1.5186409950256348,1.5186409950256348,0.9839401841163636,-0.2843470573425293,0.1327346101369243,0.369501531124115
site07,2,local,5712,1429,1.0438616275787354,1.0438616275787354,0.8160896897315979,0.1171839833259582,0.1327346101369243,0.369501531124115
site07,3,global,5712,1429,1.930933713912964,1.930933713912964,1.115811467170715,-0.6330317258834839,0.1327346101369243,0.369501531124115
site07,3,local,5712,1429,1.059227705001831,1.059227705001831,0.8208203315734863,0.1041885018348693,0.1327346101369243,0.369501531124115
site07,4,global,5712,1429,4.528850078582764,4.528850078582764,1.8852214813232424,-2.8301448822021484,0.1327346101369243,0.369501531124115
site07,4,local,5712,1429,1.0704914331436155,1.0704914331436155,0.8289744257926941,0.0946625471115112,0.1327346101369243,0.369501531124115
site07,5,global,5712,1429,6.041598320007324,6.041598320007324,2.1578760147094727,-4.109508514404297,0.1327346101369243,0.369501531124115
site08,0,global,6523,1631,1.3011356592178345,1.3011356592178345,0.9128438234329224,0.0398030877113342,0.1721204910108354,0.4404027163982391
site08,0,local,6523,1631,1.1569708585739136,1.1569708585739136,0.8545964360237122,0.146192193031311,0.1721204910108354,0.4404027163982391
site08,1,global,6523,1631,1.6452629566192627,1.6452629566192627,1.0129334926605225,-0.2141518592834472,0.1721204910108354,0.4404027163982391
site08,1,local,6523,1631,1.1571552753448486,1.1571552753448486,0.8532600998878479,0.146056056022644,0.1721204910108354,0.4404027163982391
site08,2,global,6523,1631,1.7588928937911987,1.7588928937911987,1.0673096179962158,-0.2980072498321533,0.1721204910108354,0.4404027163982391
site08,2,local,6523,1631,1.1489042043685913,1.1489042043685913,0.8490718007087708,0.1521450877189636,0.1721204910108354,0.4404027163982391
site08,3,global,6523,1631,1.9461294412612915,1.9461294412612915,1.0933866500854492,-0.436181902885437,0.1721204910108354,0.4404027163982391
site08,3,local,6523,1631,1.1507352590560913,1.1507352590560913,0.8503711223602295,0.1507939100265503,0.1721204910108354,0.4404027163982391
site08,4,global,6523,1631,4.344408512115479,4.344408512115479,1.813938856124878,-2.206035614013672,0.1721204910108354,0.4404027163982391
site08,4,local,6523,1631,1.148210883140564,1.148210883140564,0.8483985662460327,0.1526567935943603,0.1721204910108354,0.4404027163982391
site08,5,global,6523,1631,6.644189357757568,6.644189357757568,2.2757344245910645,-3.903201103210449,0.1721204910108354,0.4404027163982391
site09,0,global,6739,1685,1.2151638269424438,1.2151638269424438,0.8732503652572632,-0.0039087533950805,0.0352690201469616,0.2022626996040344
site09,0,local,6739,1685,1.0941803455352783,1.0941803455352783,0.828135073184967,0.0960419178009033,0.0352690201469616,0.2022626996040344
site09,1,global,6739,1685,1.7717000246047974,1.7717000246047974,1.0361638069152832,-0.4636915922164917,0.0352690201469616,0.2022626996040344
site09,1,local,6739,1685,1.1212055683135986,1.1212055683135986,0.8388136625289917,0.0737149119377136,0.0352690201469616,0.2022626996040344
site09,2,global,6739,1685,1.664514422416687,1.664514422416687,1.0361067056655884,-0.3751401901245117,0.0352690201469616,0.2022626996040344
site09,2,local,6739,1685,1.1096433401107788,1.1096433401107788,0.8338539004325867,0.0832670927047729,0.0352690201469616,0.2022626996040344
site09,3,global,6739,1685,1.8779734373092647,1.8779734373092647,1.097214937210083,-0.5514895915985107,0.0352690201469616,0.2022626996040344
site09,3,local,6739,1685,1.0917140245437622,1.0917140245437622,0.8254479169845581,0.0980794429779052,0.0352690201469616,0.2022626996040344
site09,4,global,6739,1685,4.292540073394775,4.292540073394775,1.82015061378479,-2.546286106109619,0.0352690201469616,0.2022626996040344
site09,4,local,6739,1685,1.0904704332351685,1.0904704332351685,0.825061023235321,0.0991067886352539,0.0352690201469616,0.2022626996040344
site09,5,global,6739,1685,6.6664347648620605,6.6664347648620605,2.267026424407959,-4.507481098175049,0.0352690201469616,0.2022626996040344
site10,0,global,7504,1876,1.0848037004470823,1.0848037004470823,0.8265883326530457,0.061453640460968,0.082569773232602,0.2769405543804168
site10,0,local,7504,1876,0.9871802926063538,0.9871802926063538,0.7889722585678101,0.145915150642395,0.082569773232602,0.2769405543804168
site10,1,global,7504,1876,1.5615166425704956,1.5615166425704956,0.983718991279602,-0.3509870767593384,0.082569773232602,0.2769405543804168
site10,1,local,7504,1876,0.98759126663208,0.98759126663208,0.7883943915367126,0.145559549331665,0.082569773232602,0.2769405543804168
site10,2,global,7504,1876,1.519410252571106,1.519410252571106,0.99219012260437,-0.3145575523376465,0.082569773232602,0.2769405543804168
site10,2,local,7504,1876,0.9906254410743712,0.9906254410743712,0.7902938723564148,0.1429344415664672,0.082569773232602,0.2769405543804168
site10,3,global,7504,1876,1.9632402658462524,1.9632402658462524,1.1078016757965088,-0.6985487937927246,0.082569773232602,0.2769405543804168
site10,3,local,7504,1876,1.001052975654602,1.001052975654602,0.7955284714698792,0.1339128017425537,0.082569773232602,0.2769405543804168
site10,4,global,7504,1876,4.392065525054932,4.392065525054932,1.8556946516036987,-2.799910306930542,0.082569773232602,0.2769405543804168
site10,4,local,7504,1876,0.9992411732673644,0.9992411732673644,0.7948428988456726,0.1354803442955017,0.082569773232602,0.2769405543804168
site10,5,global,7504,1876,6.542094230651856,6.542094230651856,2.2535901069641118,-4.660064220428467,0.082569773232602,0.2769405543804168
