suite,scenario,dataset,seed,task,method,rmse_truth,score_metric,score,tpr,fpr,update_cos,mia_auc,eps_aggregate,eps_server,n_malicious,seconds,rmse_clean
combined,local_dp_median,cox,7,survival,2sri,66.29226972093622,c_index,0.3883964719530908,0.0,0.24444444444444444,,,11.480022809172569,11.480022809172569,1,6.6128089427948,66.3996185842935
combined,local_dp_median,cox,8,survival,2sri,83.9444707630139,c_index,0.3891658231523864,0.0,0.2,,,11.480022809172569,11.480022809172569,1,6.632760286331177,84.02192753599282
combined,local_dp_median,cox,9,survival,2sri,80.1544717023005,c_index,0.3898149222785132,0.0,0.2,,,11.480022809172569,11.480022809172569,1,6.481896162033081,80.40781677078006
combined,local_dp_fedavg,cox,0,survival,2sri,618.2511963705458,c_index,0.3939295985920463,0.0,0.0,,,11.480022809172569,11.480022809172569,1,6.045504093170166,618.2436671481588
combined,local_dp_fedavg,cox,1,survival,2sri,647.4185775287627,c_index,0.39472426545591244,0.0,0.0,,,11.480022809172569,11.480022809172569,1,5.374223709106445,647.6309062590423
combined,local_dp_fedavg,cox,2,survival,2sri,715.5020273151624,c_index,0.39307135415497,0.0,0.0,,,11.480022809172569,11.480022809172569,1,5.570617198944092,715.569571447544
combined,local_dp_fedavg,cox,3,survival,2sri,1057.5719663343948,c_index,0.39169837506000055,0.0,0.0,,,11.480022809172569,11.480022809172569,1,5.052760601043701,1057.6557213680037
combined,local_dp_fedavg,cox,4,survival,2sri,1131.0904212333458,c_index,0.39263678988546685,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.834714651107788,1131.5138962845615
combined,local_dp_fedavg,cox,5,survival,2sri,369.50946550420787,c_index,0.39582154009006454,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.838446855545044,369.5282395010297
combined,local_dp_fedavg,cox,6,survival,2sri,964.8333068287287,c_index,0.3916294345436009,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.3901543617248535,965.2086771489421
combined,local_dp_fedavg,cox,7,survival,2sri,823.7317709424042,c_index,0.3883667892034777,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.703958749771118,823.8347432825085
combined,local_dp_fedavg,cox,8,survival,2sri,788.4762005067935,c_index,0.3891593230088533,0.0,0.0,,,11.480022809172569,11.480022809172569,1,3.7876501083374023,788.5534081657295
combined,local_dp_fedavg,cox,9,survival,2sri,922.4023226918075,c_index,0.38983046661936666,0.0,0.0,,,11.480022809172569,11.480022809172569,1,3.679800510406494,922.6598992004177
combined,clean,quadratic,0,continuous,2sri,0.029074703250368934,r2,0.13843222570186092,,,,,inf,inf,0,9.01218557357788,0.0
combined,clean,quadratic,1,continuous,2sri,0.08178262031821838,r2,0.15916016111878328,,,,,inf,inf,0,9.304178714752197,0.0
combined,clean,quadratic,2,continuous,2sri,0.02135519930959717,r2,0.16208156963565534,,,,,inf,inf,0,9.613023042678833,0.0
combined,clean,quadratic,3,continuous,2sri,0.029806053335993534,r2,0.16577989654408856,,,,,inf,inf,0,9.407277584075928,0.0
combined,clean,quadratic,4,continuous,2sri,0.22757022429841003,r2,0.15422802671186842,,,,,inf,inf,0,9.495691061019897,0.0
combined,clean,quadratic,5,continuous,2sri,0.034388014403516215,r2,0.16036183264967904,,,,,inf,inf,0,9.34168291091919,0.0
combined,clean,quadratic,6,continuous,2sri,0.23070501459587583,r2,0.1563069063644782,,,,,inf,inf,0,9.023215293884277,0.0
combined,clean,quadratic,7,continuous,2sri,0.010038089112699378,r2,0.14326744089954926,,,,,inf,inf,0,9.362608909606934,0.0
combined,clean,quadratic,8,continuous,2sri,0.04680906031465471,r2,0.1486847176628261,,,,,inf,inf,0,9.453530550003052,0.0
combined,clean,quadratic,9,continuous,2sri,0.10089382018987055,r2,0.15233752689935104,,,,,inf,inf,0,9.45988941192627,0.0
combined,attack_only,quadratic,0,continuous,2sri,126.72208095031709,r2,-47966.42477495909,0.0,0.0,,,inf,inf,1,4.8966169357299805,126.73963855217214
combined,attack_only,quadratic,1,continuous,2sri,198.34853263332985,r2,-25568.984657153575,0.0,0.0,,,inf,inf,1,4.995419979095459,198.42549190444174
combined,attack_only,quadratic,2,continuous,2sri,204.52089835758488,r2,-33091.930885374044,0.0,0.0,,,inf,inf,1,5.058944225311279,204.53181303168728
combined,attack_only,quadratic,3,continuous,2sri,208.56369247795777,r2,-68329.65410529188,0.0,0.0,,,inf,inf,1,5.157304763793945,208.5867061735559
combined,attack_only,quadratic,4,continuous,2sri,356.01729703254756,r2,-211745.53916734862,0.0,0.0,,,inf,inf,1,4.189964056015015,356.23176314721627
combined,attack_only,quadratic,5,continuous,2sri,79.04965129908528,r2,-4379.440536027857,0.0,0.0,,,inf,inf,1,3.9415810108184814,79.07057779372751
combined,attack_only,quadratic,6,continuous,2sri,186.87623041711868,r2,-39480.11401263298,0.0,0.0,,,inf,inf,1,4.499411106109619,187.10517738012743
combined,attack_only,quadratic,7,continuous,2sri,177.72401310636104,r2,-24362.654968801147,0.0,0.0,,,inf,inf,1,4.391645193099976,177.731635248891
combined,attack_only,quadratic,8,continuous,2sri,206.72029618779388,r2,-40154.761977461814,0.0,0.0,,,inf,inf,1,3.481292486190796,206.76470300208481
combined,attack_only,quadratic,9,continuous,2sri,247.50254912639105,r2,-54563.382468119205,0.0,0.0,,,inf,inf,1,3.6486644744873047,247.60064076351574
combined,central_dp,quadratic,0,continuous,2sri,0.2994832012983487,r2,0.0449740940602308,0.0,0.0,,,11.480022809172569,inf,1,3.599593162536621,0.3215243616941214
combined,central_dp,quadratic,1,continuous,2sri,0.26579873484234673,r2,0.07323688553515115,0.0,0.0,,,11.480022809172569,inf,1,3.487839937210083,0.19865342647283793
combined,central_dp,quadratic,2,continuous,2sri,0.28679915674911305,r2,0.11752525347539522,0.0,0.0,,,11.480022809172569,inf,1,4.373403549194336,0.2992050067871003
combined,central_dp,quadratic,3,continuous,2sri,0.4235375578475838,r2,0.11466442879210122,0.0,0.0,,,11.480022809172569,inf,1,4.701601505279541,0.41431377025082666
combined,central_dp,quadratic,4,continuous,2sri,0.24933012939673513,r2,-0.35947291711868645,0.0,0.0,,,11.480022809172569,inf,1,4.4807891845703125,0.33183103479099024
combined,central_dp,quadratic,5,continuous,2sri,0.365960863591052,r2,-0.06019891260493598,0.0,0.0,,,11.480022809172569,inf,1,4.629136800765991,0.33869665428067913
combined,central_dp,quadratic,6,continuous,2sri,0.9272364132108729,r2,-0.004866840659889164,0.0,0.0,,,11.480022809172569,inf,1,4.767179250717163,0.7114367109784306
combined,central_dp,quadratic,7,continuous,2sri,0.41396519049410385,r2,0.0027882548804108705,0.0,0.0,,,11.480022809172569,inf,1,5.4580206871032715,0.41124981017966894
combined,central_dp,quadratic,8,continuous,2sri,0.13880246299385393,r2,0.06940783162098789,0.0,0.0,,,11.480022809172569,inf,1,4.770821809768677,0.17570658631858868
combined,central_dp,quadratic,9,continuous,2sri,0.5005465595407703,r2,-0.184211231071443,0.0,0.0,,,11.480022809172569,inf,1,4.655767917633057,0.42889196679286135
combined,secagg_only,quadratic,0,continuous,2sri,126.72208095031709,r2,-47966.42477495909,0.0,0.0,,,inf,inf,1,4.570657968521118,126.73963855217214
combined,secagg_only,quadratic,1,continuous,2sri,198.34853263332985,r2,-25568.984657153575,0.0,0.0,,,inf,inf,1,4.2873170375823975,198.42549190444174
combined,secagg_only,quadratic,2,continuous,2sri,204.52089998741755,r2,-33091.93109464505,0.0,0.0,,,inf,inf,1,4.475643873214722,204.5318146616854
combined,secagg_only,quadratic,3,continuous,2sri,208.56369247795777,r2,-68329.65410529188,0.0,0.0,,,inf,inf,1,4.712019920349121,208.5867061735559
combined,secagg_only,quadratic,4,continuous,2sri,356.01729764332674,r2,-211745.54257876432,0.0,0.0,,,inf,inf,1,4.537502765655518,356.2317637578828
combined,secagg_only,quadratic,5,continuous,2sri,79.04965129908528,r2,-4379.440536027857,0.0,0.0,,,inf,inf,1,4.630006551742554,79.07057779372751
combined,secagg_only,quadratic,6,continuous,2sri,186.87623041711868,r2,-39480.11401263298,0.0,0.0,,,inf,inf,1,5.022522687911987,187.10517738012743
combined,secagg_only,quadratic,7,continuous,2sri,177.72401310636104,r2,-24362.654968801147,0.0,0.0,,,inf,inf,1,4.40712833404541,177.731635248891
combined,secagg_only,quadratic,8,continuous,2sri,206.72029537336212,r2,-40154.761977461814,0.0,0.0,,,inf,inf,1,4.37641716003418,206.76470218786503
combined,secagg_only,quadratic,9,continuous,2sri,247.50254912639105,r2,-54563.382468119205,0.0,0.0,,,inf,inf,1,4.621676445007324,247.60064076351574
combined,distributed_secagg,quadratic,0,continuous,2sri,922.7614003109862,r2,-7837965.910474632,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.207996606826782,922.7848254188849
combined,distributed_secagg,quadratic,1,continuous,2sri,1150.4118012828155,r2,-1974653.902605019,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.977517604827881,1150.4909511104836
combined,distributed_secagg,quadratic,2,continuous,2sri,1377.046497426755,r2,-2628166.153218767,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.1171863079071045,1377.0604041168651
combined,distributed_secagg,quadratic,3,continuous,2sri,1322.2418970936194,r2,-2501540.4762411346,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.21221137046814,1322.2635220572297
combined,distributed_secagg,quadratic,4,continuous,2sri,2559.145361888239,r2,-10345421.899618112,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.443151473999023,2559.3650738579922
combined,distributed_secagg,quadratic,5,continuous,2sri,367.47382902415075,r2,-188880.407806533,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.723825693130493,367.4971728186824
combined,distributed_secagg,quadratic,6,continuous,2sri,1308.164206029151,r2,-2085006.8854064376,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.742943525314331,1308.393086035527
combined,distributed_secagg,quadratic,7,continuous,2sri,1120.7357701789465,r2,-1739164.61132024,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.838740587234497,1120.7433638198968
combined,distributed_secagg,quadratic,8,continuous,2sri,1457.5372033256347,r2,-3690196.3373977086,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.582300662994385,1457.5769307602925
combined,distributed_secagg,quadratic,9,continuous,2sri,1847.8872350499407,r2,-3323049.5576104745,0.0,0.0,,,12.262332118205723,12.262332118205723,1,4.889934062957764,1847.9867770595072
combined,distributed_secagg_attacker_clips,quadratic,0,continuous,2sri,0.49106493856356476,r2,-0.470440157306565,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.3915855884552,0.5185794357607582
combined,distributed_secagg_attacker_clips,quadratic,1,continuous,2sri,0.34351387606155565,r2,-0.3643671587264024,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.588025331497192,0.3435438450892375
combined,distributed_secagg_attacker_clips,quadratic,2,continuous,2sri,0.40168621338743443,r2,-0.020223352334178085,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.275395393371582,0.4045088655532331
combined,distributed_secagg_attacker_clips,quadratic,3,continuous,2sri,0.37568683440520495,r2,-0.016887119059606895,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.466666221618652,0.3514966897176893
combined,distributed_secagg_attacker_clips,quadratic,4,continuous,2sri,0.3709048016621313,r2,-0.02180115584786052,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.481985092163086,0.15075259949579106
combined,distributed_secagg_attacker_clips,quadratic,5,continuous,2sri,0.5111731455727457,r2,-0.21304807804740328,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.7258710861206055,0.5396043161616921
combined,distributed_secagg_attacker_clips,quadratic,6,continuous,2sri,0.47966232797238,r2,-0.06200352656795748,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.396332502365112,0.26362662237725776
combined,distributed_secagg_attacker_clips,quadratic,7,continuous,2sri,0.2254945990913464,r2,-0.006171542695488194,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.612829685211182,0.22127321868246427
combined,distributed_secagg_attacker_clips,quadratic,8,continuous,2sri,0.6697749988820811,r2,-0.09324941562292549,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.287304639816284,0.6260029258475778
combined,distributed_secagg_attacker_clips,quadratic,9,continuous,2sri,0.2933505357770444,r2,0.05378393006988121,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.653202295303345,0.3220446459492616
combined,local_dp_median,quadratic,0,continuous,2sri,114.53745124485899,r2,-53422.38169709834,0.0,0.2,,,11.480022809172569,11.480022809172569,1,3.284163236618042,114.55624122549925
combined,local_dp_median,quadratic,1,continuous,2sri,59.7092536758382,r2,-5559.228718875733,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,3.8191306591033936,59.78747987617381
combined,local_dp_median,quadratic,2,continuous,2sri,118.37498428691259,r2,-8223.604965178329,0.0,0.26666666666666666,,,11.480022809172569,11.480022809172569,1,2.6405417919158936,118.38530592796636
combined,local_dp_median,quadratic,3,continuous,2sri,72.6475871605497,r2,-4738.521398706015,0.0,0.2,,,11.480022809172569,11.480022809172569,1,4.342969179153442,72.6649902350167
combined,local_dp_median,quadratic,4,continuous,2sri,129.26222995821357,r2,-10698.972424070002,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,4.4358742237091064,129.48228954669338
combined,local_dp_median,quadratic,5,continuous,2sri,27.42284916598452,r2,-9778.712260148151,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,4.3738274574279785,27.39448024550436
combined,local_dp_median,quadratic,6,continuous,2sri,90.19644308231405,r2,-4802.02169844091,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,4.09796667098999,90.42141963035832
combined,local_dp_median,quadratic,7,continuous,2sri,54.810805239525514,r2,-2977.6222718583776,0.0,0.2222222222222222,,,11.480022809172569,11.480022809172569,1,4.56964373588562,54.818411564484705
combined,local_dp_median,quadratic,8,continuous,2sri,24.68375816764637,r2,-5448.906277384241,0.0,0.24444444444444444,,,11.480022809172569,11.480022809172569,1,5.095750570297241,24.703267095593933
combined,local_dp_median,quadratic,9,continuous,2sri,71.33841094802578,r2,-10321.555711585344,0.0,0.2,,,11.480022809172569,11.480022809172569,1,5.081594705581665,71.43340251549137
combined,local_dp_fedavg,quadratic,0,continuous,2sri,940.5944597819619,r2,-6781656.799509002,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.857048511505127,940.6119276819117
combined,local_dp_fedavg,quadratic,1,continuous,2sri,982.9193109925133,r2,-1903896.8712765956,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.095983982086182,982.997033934232
combined,local_dp_fedavg,quadratic,2,continuous,2sri,1579.2059134873007,r2,-4555047.633660666,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.327440977096558,1579.2209062522297
combined,local_dp_fedavg,quadratic,3,continuous,2sri,1317.9818865633956,r2,-2345018.710229133,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.821717977523804,1318.0030555324993
combined,local_dp_fedavg,quadratic,4,continuous,2sri,2256.982163727996,r2,-7291200.920240044,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.4213292598724365,2257.206230519551
combined,local_dp_fedavg,quadratic,5,continuous,2sri,385.81500155540664,r2,-108010.51005523732,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.343140602111816,385.83405153029815
combined,local_dp_fedavg,quadratic,6,continuous,2sri,1505.0485573529809,r2,-1598041.4702400437,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.753546953201294,1505.2679039280736
combined,local_dp_fedavg,quadratic,7,continuous,2sri,856.5851752702317,r2,-868148.4274686307,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.6039512157440186,856.5928725800545
combined,local_dp_fedavg,quadratic,8,continuous,2sri,1301.171744458825,r2,-2899596.4252318605,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.648893117904663,1301.2113823184707
combined,local_dp_fedavg,quadratic,9,continuous,2sri,1972.2815482563562,r2,-4015501.5452809604,0.0,0.0,,,11.480022809172569,11.480022809172569,1,4.073761701583862,1972.380854013199
